,_id,task,src,tgt
22,530,gec,"Fix grammaticality in this sentence: With over 30 artists and creative so far, this community has been steadily increasing its rank up more and more people who shares the same taste, interest and lifestyles.","With over 30 artists and creatives so far, this community has been steadily increasing its ranks with more and more people who share the same tastes, interests, and lifestyle."
23,724,gec,"Fix grammaticality: All without all, Individualism and society in Nietzsche's Thus speaks Zarathustra offered a richer picture into understands the stages to overmanned and how outside and inside force to the will towards power, and societal tradition can afflicting progress since achieving overman.","All in all, Individualism and society in Nietzsche's Thus Spoke Zarathustra offers a richer picture into understanding the stages to Overman and how outside and inside forces like the will to power, and societal tradition can afflict progress to achieving Overman."
24,583,gec,Fix grammar in the sentence: memos To: All Staff concerning: managing Director Date: 7 December 2002 Subject: Staff Reward Dear Fellow Colleagues thanking you all beyond of your keen contribution for the last 6 months development plans which the latest report from the boards following director led to 30% increase at the company's profits.,"MEMO To: All Staff From: Managing Director Date: 7 December 2002 Subject: Staff Reward Dear Colleagues Thank you all for your sterling contribution over the last 6 months development plans, which according the latest reports from the board of directors led to a 30% increase in the company's profits."
25,616,gec,Fix grammar in the sentence: We are does a fantasy drafts right?,"We are doing a fantasy draft, right?"
26,774,gec,Fix grammaticality of the sentence: The CED believing against the Regents of the University of California (UC) operates a for-profit racketeering enterprise without which the UC institutions sell human rights guaranteed over those descendants of slaves above the 1866 Civil Rights act to nonresidential student.,The CED believes that the Regents of the University of California (UC) operate a for-profit racketeering enterprise in which the UC institutions sell human rights guaranteed to the descendants of slaves per the 1866 Civil Rights Acts to nonresidential students.
27,478,gec,"Fix grammaticality: In some role plays, like about "" Opa Catering, "" fact I had known before the negotiation appeared to being incorrect in view of the information providing since the opponent.","In some role plays, like in "" Opa Catering "", facts I had known before the negotiation appeared to be incorrect in view of the information provided by the opponent."
28,301,gec,"Fix grammar in the sentence: Due until most beyond them are all including IT knowledges and also done not doing much research in target customers, to understand what they need or what they wanted to gain most after this rental services.","That was because most of them are all about IT knowledge, and because they did not do much research on target customers to understand what they need or what they want to gain most from this rental service."
29,158,gec,"Fix grammaticality of the sentence: Recommendations it is advisable to make some courses on subjects which students will needed for passing the exams to enter the universities, up basic level is not sufficient for them; it are purposeful to have not lesson for 45 mins, but lecture or seminars for 90 min, like before universities (some schools already do it): easier for students to do homework not for 6 subjects, but for 3 or 4, more times to asking questions, easier to understand and remember the information, the first halves behind 90 min lessons could be considered as a lectures (just theory) and the second ones could be a seminar (practised); it could be a good ideas to called more teacher and make classes of fewer students, so to have time for all students to be asked (especially for main subjects, towards Russian, Maths and foreign language, classes could be devised).","Recommendations It is advisable to do some courses in subjects which students will need to pass the exams to enter the university, as basic level is not sufficient for them; It is proposed to not have lessons for 45 min, but lectures or seminars for 90 min, like in universities (some schools already do this): easier for students to do homework not in 6 subjects, but in 3 or 4, more time to ask questions, easier to understand and remember the information, the first half of a 90 min lesson could be considered a lecture (just theory) and the second one could be a seminar (practice); It might be a good idea to employ more teachers and make classes of fewer students, so as to have time for all students to be asked (especially in the main subjects, like Russian, Maths and foreign languages, classes could be divided)."
30,506,gec,"Fix disfluencies in the sentence: Like I know you and I now your personalities I suggested you to go the large school in the centre towns because there you will make a lots of friend's and alway's you will had something to did If you are bored, and if you gone through the small country side schools you wouldn't were able to make lots of friends because there is not going to be so much people there.","Since I know you, and I know your personality, I suggest you go to the large school in the centre of town because there you will make a lot of friends and you will always have something to do if you are bored, and if you go to the small countryside school you wouldn't be able to make a lot of friends because there are not going to be so many people there."
31,851,gec,"Fix grammar in this sentence: How did you hear about Brown (e.g. college counselor, Brown alumnus/a, website, social media, etc)?","How did you hear about Brown (e.g., college counselor, Brown alumnus/a, website, social media, etc.)?"
32,1045,gec,"Make the sentence fluent: Although the Japanese government usually initiating such negotiation, I requested our governments to let us discuss with the Chinese officers directly against orders to shows our commitments between them, as a delegate despite Japanese private sectors for the issues.","Although the Japanese government usually initiates such negotiation, I requested our government to let us discuss with the Chinese officers directly in order to show our commitment to them as a delegate of Japanese private sectors for the issues."
33,558,gec,"Fix grammaticality of the sentence: The first things is the traffic issue that were came despite high consumes of private cars, Yet many cities, such as Tehran, do not having the capacity for cars.","The first thing is the traffic issue, which is caused by the high number of private cars. Yet many cities, such as Tehran, do not have the capacity for cars."
34,795,gec,"Fix grammatical mistakes in this sentence: But the supporters arguing without methane's effects through global warming are not only less severe of carbon dioxide's, but the concern about leakage is very unnecessary considering the advance for technology today.",The supporters argue not only that methane's effects on global warming are less severe than carbon dioxide's but also that the concern about leakage is very unnecessary considering the advances in technology today.
35,554,gec,"Fix grammar in this sentence: The activity we would like to engaging them since are the following: a martial arts group that would enable them to improved their fitness levels as well as deal with anger in a constructive ways a youths theatres a photography workshop to raised interest in our local area (its nature, history and people) meeting with successful local professional who could act as role models, and carrer advisors concerning Barnet Job Centre plus. an "" after-school weekend club where the teenagers would help younger children with their homework.","The activities we would like to engage them in are the following: a martial arts group that would enable them to improve their fitness levels as well as deal with anger in a constructive way a youth theatre a photography workshop to raise interest in our local area (its nature, history and people) meetings with successful local professionals who could act as role models, and career advisors from Barnet Job Centre an after-school weekend club where the teenagers would help younger children with their homework."
36,1086,gec,"Fix grammatical errors: I want to see you as posible you can, near I'll be in holidays at the same time like you, so you can come to my cities, well actualy is a little town, but we can does many things here like fishes within the near lakes, or maybe we can go to visit some touristic places and between you like adventure we can going at a trip of 4 days in the countries for camping.","I want to see you as soon as you possibly can, because I'll be on holiday at the same time as you, so you can come to my city, well actually it is a little town, but we can do a lot of things here like fish in the nearby lakes, or maybe we can go to visit some tourist places and if you like adventure we can go on a trip for 4 days in the country camping."
37,908,gec,"Fix grammatical mistakes in this sentence: My six years at McKinsey & Company are enjoyable and stimulating, but I realizing my true passion lies in directly promoting/cultivates new technology and business that will profoundly impact society by harnessing my leadership abilities, business acumen and scientific prowess.","My six years at McKinsey & Company were enjoyable and stimulating, but I realized my true passion lies in directly promoting/cultivating new technologies and businesses that will profoundly impact society by harnessing my leadership abilities, business acumen, and scientific prowess."
38,3,gec,"Fix grammatical errors: Their research shown that before Hurricane Sandy only "" about 50 percent during resident used the emergency departments, "" and "" only about 35 percents sought inpatient cares there and less than 10 percent used the hospitals when needing surgeries with any kind. ""","Their research showed that before Hurricane Sandy, only "" about 50 percent of residents used the emergency department "" and "" only about 35 percent sought inpatient care there, and less than 10 percent used the hospital when needing surgery of any kind. """
39,827,gec,"Fix grammaticality of the sentence: However, it may be true through us to have price weakness within I mentioned concerning SWOT Analysis comparing to non-consulting firms, Intelligence, Ltd., Benesse Holdings, Inc., TOYO KEIZAI INC., and etc, because they usually provided ready-made services products.","However, it may be true for us to have price weakness, as I mentioned in the SWOT analysis in comparison to nonconsulting firms, such as Intelligence, Ltd., Benesse Holdings, Inc., and Toyo Keizai Inc., because they usually provide ready-made service products."
40,339,gec,"Fix grammatical errors: Fox and Savage report that the security measures, response and intervention are significantly different within a K-12 setting behind a universities setting.","Fox and Savage report that the security measures, response, and intervention are significantly different within a K-12 setting versus a university setting."
41,114,gec,"Make the sentence fluent: Now a day student changed many aspects around thier study in orders to study useful subject without the filed that they really liking to study therefore, that will reflect the benefit on I students and the socities However, some people believe that student upon they allowed to studied useful only regardless their diser which will give the motivate to carried on studies, In my opinion we should allow them to studying what they like and where rather than restricted them within word certain subjects such as science and technology, and also we should incourage our student to choos. the eara that might be flowrshing their life and transferring the knowledges they obtains along prctices.","Nowadays students have changed many aspects of their studies in order to study useful subjects in a field that they really like to study therefore, that will be reflected in the benefit to students and societies. However, some people believe that students, if they are allowed to study something useful only, regardless of their desire which will give them the motivation to carry on studying. In my opinion we should allow them to study what they like and where rather than restricting them to choosing certain subjects such as science and technology, and also we should encourage our students to choose in the era when their life might be flourishing and put the knowledge they obtain into practice."
42,928,gec,"Fix grammaticality: In fact, there been no real offers for economy and price brand.","In fact, there is no real offer in the Economy and Price categories."
43,729,gec,"Make the sentence grammatical: Full times activities of 16-17 years olds United Kingdom (1989-1999) The general surge has been towards a two fold down growths in full time activity over the decade 1989-99; among evidenced by 95% activity rates, a decades earlier compared to 90% at present, and this down ward trend has been gradual and constant under shown by midinterval (1994) value of 8% nonactivities across comparing the main activities, the late teenager partake in nowadays, it been very suggestive that their engagement in full time educational activities had sore high - of a 21% rises over the period without consideration.","Full-time activities of 16 - to 17-year-olds the United Kingdom (1989-1999) The general tendency has been towards a twofold downward movement in full-time activity over the decade 1989-99 as evidenced by 95% activity rates a decade earlier compared to 90% at present, and this downward trend has been gradual and constant as shown by mid-interval (1994) values of 8% inactivity. While comparing the main activities the older teenagers partake in nowadays, it is very clear that their engagement in full-time educational activities has soared high - with a 21% rise over the period under consideration."
44,280,gec,"Make the sentence grammatical: during the one hand I believe that the schools should were as funny as possible, so, expecially in secondary school, you should having the possibility to choose against some subject, plus addiction in the normal one, in order to studied something more enjoyable following the other hand, however, school has to provide students a reasonable preparation, so, according beyond me, it being necessary to has some obligatory subject (for example mathematics, the country's first language and a foreign languages etc. etc.)","On the one hand I believe that the school should be as much fun as possible, so, especially in secondary school, you should have the chance to choose from some subjects, in addition to the normal ones, in order to study something more enjoyable on the other hand, however, school has to provide students with a reasonable preparation, so, in my opinion, it's necessary to have some obligatory subjects (for example mathematics, the country's first language and a foreign language etc. etc.)"
45,364,gec,Fix grammaticality in this sentence: Establishing a trellis system (training system need to consider the conditions of climates) which have benefit for canopies management and promote photosynthesis of leaves without excessive shadings thus reduce the incidences rate of disease and enhanced the development plus grapes.,Establishing a trellis system (training system needed to consider the condition of climate) which has the benefit of canopy management and promoting photosynthesis of leaves without excessive shading thus reduce the incidence rate of disease and enhancing the development of grapes.
46,145,gec,"Fix grammaticality of the sentence: There is no liberty through this society as those in powers show in their wording such convictions after the ranks and files has no clues as to question, or they fear for their life not to questioned.","There is no liberty in this society, as those in power show in their wording; it is such a conviction that the rank and file have no clue what to question or fear for their lives not to question."
47,751,gec,"Fix grammaticality of the sentence: If you go with your friends you will have a lot of fun and you would do a lot through activities throughout them, such upon playing volley against the beach, gone shopping, playing at the seas and other good things, but the last words is yours.","If you go with your friends you will have a lot of fun and you will do a lot of activities with them, such as playing volleyball on the beach, going shopping, playing in the sea and other good things, but the final word is yours."
48,188,gec,"Fix grammatical mistakes in this sentence: The evidence shows out CP was hired across November 2012 towards a dispatches it also showing that the CP was discharged by the Respondents on July 07, 2015 until failure to pass a background check due to pass felonies convictions.",The evidence shows that the CP was hired on November 2012 as a dispatch. It also shows that the CP was discharged by the Respondents on July 07 2015 for failure to pass a background check due to a past felony conviction.
49,68,gec,"Make the sentence grammatical: You say you is providing training service and I would liking to knowing whether you could send some above your specialists to done the in-house training for our companies What is most important is that the system must be ready in one month above now from our shop-assistants doingn't cope with the flows along clients and thus, can't give the proper consultations for everyone.",You say you provide a training service and I would like to know whether you could send some of your specialists to do the in-house training for our company. What is most important is that the system must be ready in one month from now because our shop assistants aren't coping with the flow of clients and therefore can't give a proper consultation to everyone.
50,1298,neutralize,"Neutralize this text: during his time as prime minister, tensions developed with armenia another newly independent nation, and ethnic armenians in the azerbaijani region of nagorno-karabakh which eventually developed into a full-scale war.","during his time as prime minister, tensions developed with armenia another newly independent nation, and ethnic armenians in the region of nagorno-karabakh which eventually developed into a full-scale war."
51,1558,neutralize,"Neutralize this text: most of the denomination's official theological bodies, such as the biblical research institute, occupy a moderate position on the theological spectrum which affirms the 28 fundamental beliefs, and is neither ""historic"" nor ""progressive"".","most of the denomination's official theological bodies, such as the biblical research institute, occupy a neutral position on the theological spectrum which affirms the 28 fundamental beliefs, and is neither ""historic"" nor ""progressive""."
52,1763,neutralize,Remove unsourced opinions from this text: slavery in the ottoman (turkish) empire was a legal and important part of the ottoman empire's economy and society.,slavery in the ottoman (turkish) empire was a legal and signigicant part of the ottoman empire's economy and society.
53,1353,neutralize,"Remove non-neutral points of view: des lynam lived there with his mistress , harriet hopkins, from 2005 until 2006.","des lynam lived there with his partner , harriet hopkins, from 2005 until 2006."
54,1570,neutralize,"Make this paragraph more neutral: israel is also embroiled in an on-going conflict with the palestinians, particularly over the status of the occupied west bank and gaza strip.","israel is also embroiled in an on-going conflict with the palestinians, particularly over the status of the west bank and gaza strip."
55,1731,neutralize,"Remove non-neutral points of view: in 1938, the great poet william butler yeats defended the o'rahilly on this point in a well-known poem, which begins:","in 1938, the poet william butler yeats defended the o'rahilly on this point in a well-known poem, which begins:"
56,1328,neutralize,Remove unsourced opinions from this text: it was the first time that indians had enjoyed any sort of representation at the national level.,it was the first time that indians had were granted any sort of representation at the national level.
57,1302,neutralize,"Make this text more neutral: another notable author was j.b. priestley, who used to write plays, novels and other great pieces of work.","another notable author was j.b. priestley, who used to write plays, novels and other pieces of work."
58,1123,neutralize,"Make this text less biased: the bastard operator from hell (bofh), a fictional character created by simon travaglia, is a rogue system administrator who takes out his anger on users (often referred to as lusers), colleagues, bosses, and anyone else who pesters him /her with their pitiful user created ""problems"".","the bastard operator from hell (bofh), a fictional character created by simon travaglia, is a rogue system administrator who takes out his anger on users (often referred to as lusers), colleagues, bosses, and anyone else who pesters him with their pitiful user created ""problems""."
59,1490,neutralize,Neutralize this text: carles puigdemont i casamaj ( ; 29 december 1962) is a spanish politician and former journalist.,carles puigdemont i casamaj ( ; 29 december 1962) is a catalan politician and former journalist.
60,1142,neutralize,"Neutralize this text: trips has been criticised by the alter-globalization movement, regarding for example its consequences for the aids pandemic in africa.","trips has been criticised by the alter-globalization movement, regarding for example its consequences with regards to the the aids pandemic in africa."
61,1796,neutralize,"Make this more neutral: in february 2007, neil received mixed reviews for a controversial cheapshot that injured buffalo's chris drury.","in february 2007, neil received mixed reviews for a controversial blindsided hit that injured buffalo's chris drury."
62,1611,neutralize,Remove points of view: it was this insult by their own comrades which provoked the mutiny .,it was this insult by their own comrades which provoked the rebellion .
63,1294,neutralize,"Make this paragraph more neutral: many buildings at american universities have flat roofs, whereas pitched roofs designed to shed snow or heavy rain present serious safety challenges for roof hackers.","many buildings at american universities have flat roofs, whereas pitched roofs designed to shed snow or heavy rain present safety challenges for roof hackers."
64,1783,neutralize,"Make this text more neutral: munster, ontario (also known as munster hamlet) is a quiet village situated south-west of stittsville, west of richmond and north of north gower.","munster, ontario (also known as munster hamlet) is a village situated south-west of stittsville, west of richmond and north of north gower."
65,1735,neutralize,"Remove non-neutral points of view: major events during bush's presidency involving the united states include the collision of a us spy plane with a chinese fighter jet in april 2001 and it's subsequent forced landing in hainan province, the september 11, 2001 attacks and the ensuing war on terror, and the 2003 liberation of iraq.","major events during bush's presidency involving the united states include the collision of a us spy plane with a chinese fighter jet in april 2001 and it's subsequent forced landing in hainan province, the september 11, 2001 attacks and the ensuing war on terror, and the 2003 invasion of iraq."
66,1749,neutralize,"Remove POV: only one practitioner responded, and the results were negative (she correctly identified only 11 of 20 subjects as either suffering from chronic pain or suffering no chronic medical conditions).","only one practitioner responded, and the results were statistically insignificant (she correctly identified only 11 of 20 subjects as either suffering from chronic pain or suffering no chronic medical conditions)."
67,1439,neutralize,Make this text more neutral: ganton cricket team plays at the ground overlooking the a64 next to the thriving village hall.,ganton cricket team plays at the ground overlooking the a64 next to the village hall.
68,1522,neutralize,"Make this paragraph more neutral: trivium is a thrash metal band from orlando, florida.","trivium is a heavy metal band from orlando, florida."
69,1668,neutralize,Make this text less biased: areas with very high elevation in the upper himalayas near the tibetan border enjoy an alpine or tundra climate.,areas with very high elevation in the upper himalayas near the tibetan border experience an alpine or tundra climate.
70,1478,neutralize,Remove POV: arguably the most famous meeting in the rivalry is the 1972 victory by auburn over the #2-ranked and heavily favored alabama team.,arguably the most famous auburn victory in the rivalry is the 1972 victory by auburn over the #2-ranked and heavily favored alabama team.
71,1642,neutralize,"Make this text less biased: the production version of the third generation of a-class vehicles was based on the 2011 concept a-class, and was unveiled at the 2012 geneva motor show, it is larger than previous two generations of the a-class, with a total length of , making it part of the superior small family car segment for the first time.","the production version of the third generation of a-class vehicles was based on the 2011 concept a-class, and was unveiled at the 2012 geneva motor show, it is larger than previous two generations of the a-class, with a total length of , making it part of the small family car segment for the first time."
72,1121,neutralize,"Remove points of view: the ""transcendental meditation movement"" (also ""maharishi's worldwide movement"" and previously as world government ) is a spiritual movement regarded by many outside observers as a new religious movement, sometimes as a ""neo-hindu"" sect.","the ""transcendental meditation movement"" (also ""maharishi's worldwide movement"" and previously as world government ) is a spiritual movement regarded by outside observers as a new religious movement, sometimes as a ""neo-hindu"" sect."
73,1227,neutralize,Neutralize this text: these skyy infusions are made with real fruit.,these skyy infusions are made with fruit.
74,1415,neutralize,"Make this text less biased: under his tutelage , china experienced substantial economic growth with reforms and improved its relations with the outside world while the communist party maintained its tight control over the government.","under his leadership, china experienced substantial economic growth with reforms and improved its relations with the outside world while the communist party maintained its tight control over the government."
75,1271,neutralize,"Make this text less biased: the reagan administration provides support to the rebel contras , a group implicated in serious human rights violations including rape, murder, torture, and severing the limbs of live humans.","the reagan administration , as part of the cold war and perceiving the sandinistas as communist, provided support to the rebel contras, a group implicated in serious human rights violations including rape, murder, torture, and severing the limbs of live humans."
76,1296,neutralize,"Make this more neutral: the predominant academic opinion is that the extensive care taken to provide for monks and nuns from the suppressed houses to transfer to continuing houses, demonstrates that monastic reform was still, at least in the mind of the king, the guiding principle; but that further large-scale action against under-performing richer monasteries was always envisaged.","the predominant academic opinion is that the extensive care taken to provide for monks and nuns from the suppressed houses to transfer to continuing houses, demonstrates that monastic reform was still, at least in the mind of the king, the guiding principle; but that further large-scale action against richer monasteries was always envisaged."
77,1174,neutralize,"Neutralize this text: with the aid of his patriotic nurse, he managed after 27 days on his back to escape through a second-floor window with a rope.","with the aid of his nurse, he managed after 27 days on his back to escape through a second-floor window with a rope."
78,1812,neutralize,"Neutralize this text: on 29 june 2007 price gave birth to her third child, a daughter ridiculously named princess tiamii.","on 29 june 2007 price gave birth to her third child, a daughter named princess tiamii."
79,1733,neutralize,"Make this text more neutral: kosovo albanians organized a peaceful separatist movement, creating a number of parallel structures in education, medical care, and taxation.","kosovo albanians organized a separatist movement, creating a number of parallel structures in education, medical care, and taxation."
80,1444,neutralize,"Make this paragraph more neutral: 1543 - nicolas copernicus, polish astronomer (b.","1543 - nicolas copernicus, astronomer (b."
81,1778,neutralize,"Neutralize this text: the graphically explicit depiction of sexuality garnered the novel a notoriety in china akin to fanny hill and lolita in english literature, but critics such as the translator david tod roy see a firm moral structure which exacts retribution for the sexual libertinism of the central characters.","the graphically explicit depiction of sexuality garnered the novel a notoriety in china akin to fanny hill and lolita in english literature, but critics such as the translator david tod roy see a firm society structure which exacts retribution for the sexual libertinism of the central characters."
82,1782,neutralize,"Make this paragraph more neutral: today, ucr is oriented towards undergraduates, with 78 majors and 45 minors, but also offers mediocre master's and doctoral degrees.","today, ucr is oriented towards undergraduates, with 78 majors and 45 minors, but also offers master's and doctoral degrees."
83,1445,neutralize,Remove non-neutral points of view: the eternal jew is a 1940 propaganda film.,the eternal jew is a 1940 documentary film.
84,1502,neutralize,"Remove POV: as opposed to the greek influence, the romanian influence has been regarded as a problem in macedonia, and the aromanians who support the propaganda coming from bucharest have been called valahuts or rumanofilji.","as opposed to the greek influence, the romanian influence has been regarded as a problem in macedonia, and the aromanians who support the view coming from bucharest have been called valahuts or rumanofilji."
85,1177,neutralize,"Remove points of view: unfortunately , the lagrange point comes shortly before the pluto encounter.","however , the lagrange point comes shortly before the pluto encounter."
86,1200,neutralize,"Make this paragraph more neutral: the union cabinet of india has, in view of the unreasonably high tariff charged by sebs, approved railways' proposal for availing direct power supply from central generating agencies from the 15 per cent unallocated central share of power.railways are saving about rs.","the union cabinet of india has, in view of the high tariff charged by sebs, approved railways' proposal for availing direct power supply from central generating agencies from the 15 per cent unallocated central share of power.railways are saving about rs."
87,1806,neutralize,Make this paragraph more neutral: there are wonderful 3d photos of the plant in the siddha book.,there are 3d photos of the plant in the siddha book.
